Posição;Município;População
4191;Vila Propício;5282
4192;Caiçara;5276
4193;Timbé do Sul;5270
4194;Alto Boa Vista;5269
4195;Aramina;5262
4196;Alto Caparaó;5257
4197;Caracol;5257
4198;Silvanópolis;5250
4199;Quinta do Sol;5246
4200;Jaboti;5245
4201;Olhos-d'Água;5244
4202;Água Fria de Goiás;5243
4203;Itacambira;5238
4204;Ibiquera;5229
4205;Ponte Alta;5226
4206;Passa Sete;5225
4207;Espigão Alto do Iguaçu;5222
4208;Caibaté;5217
4209;Rio Manso;5212
4210;Alcantil;5211
4211;Ibertioga;5204
4212;Britânia;5203
4213;Rio Branco;5201
4214;Bocaina de Minas;5198
4215;Senador Amaral;5198
4216;São José do Divino;5190
4217;Lagoa do Sítio;5188
4218;Perobal;5179
4219;Ritápolis;5178
4220;Pontal do Araguaia;5178
4221;Coroados;5177
4222;Salto do Itararé;5177
4223;Floraí;5174
4224;Caxingó;5169
4225;Três Fronteiras;5167
4226;Belém;5165
4227;Guaraci;5163
4228;Francisco Ayres;5160
4229;São Francisco de Assis do Piauí;5159
4230;Bento Fernandes;5158
4231;Araguanã;5154
4232;Lunardelli;5152
4233;São João da Fronteira;5151
4234;Borborema;5148
4235;São Roberto;5145
4236;Arraial;5145
4237;Nova Lacerda;5144
4238;Saudade do Iguaçu;5137
4239;Madre de Deus de Minas;5136
4240;Riqueza;5134
4241;Palmeira do Piauí;5128
4242;Ouro Branco;5124
4243;Agricolândia;5121
4244;Avaí;5121
4245;Alvorada do Gurgueia;5120
4246;Senador Modestino Gonçalves;5117
4247;São Sebastião da Bela Vista;5115
4248;Leme do Prado;5111
4249;Maximiliano de Almeida;5111
4250;Nova Aliança;5110
4251;Diamante D'Oeste;5110
4252;Jampruca;5109
4253;São João da Urtiga;5109
4254;Chuvisca;5102
4255;Tejupá;5096
4256;Rio Negro;5093
4257;Turvânia;5093
4258;Novorizonte;5092
4259;Almino Afonso;5087
4260;Divino das Laranjeiras;5084
4261;Araricá;5078
4262;Descoberto;5075
4263;Nova Esperança do Sul;5075
4264;Poloni;5074
4265;Novo Horizonte do Sul;5074
4266;Goiandira;5074
4267;Teixeirópolis;5070
4268;Entre Folhas;5068
4269;São João do Manteninha;5068
4270;Conceição do Canindé;5064
4271;Aricanduva;5062
4272;Luiziânia;5061
4273;São José de Espinharas;5055
4274;Santa Albertina;5052
4275;Douradina;5047
4276;Ciríaco;5046
4277;Nova Iorque;5041
4278;São Lourenço do Piauí;5041
4279;Curral Novo do Piauí;5040
4280;Cabaceiras;5039
4281;São Pedro de Alcântara;5038
4282;São Cristovão do Sul;5037
4283;Couto de Magalhães;5035
4284;Granjeiro;5031
4285;Cristiano Otoni;5031
4286;Lambari D'Oeste;5026
4287;Japurá;5025
4288;Riacho Frio;5025
4289;São Valério da Natividade;5024
4290;Palestina;5024
4291;Humaitá;5024
4292;Combinado;5023
4293;Capitão Andrade;5018
4294;Paulistas;5016
4295;José Boiteux;5015
4296;Fênix;5014
4297;Campos de Júlio;5010
4298;Picada Café;5009
4299;Divino de São Lourenço;4997
4300;Caparaó;4996
4301;Caxambu do Sul;4995
4302;Miraguaí;4995
4303;Curvelândia;4994
4304;Cacique Doble;4990
4305;Nova Brasilândia;4989
4306;Mossâmedes;4988
4307;Nova Colinas;4987
4308;Catingueira;4986
4309;Braúna;4985
4310;Santo Inácio;4982
4311;Santana do Piauí;4980
4312;Nova Guarita;4980
4313;Fronteira dos Vales;4977
4314;Jesuânia;4972
4315;Vale Real;4971
4316;Coronel João Pessoa;4970
4317;General Carneiro;4969
4318;Olho d'Água Grande;4956
4319;Turvolândia;4952
4320;Ouvidor;4952
4321;Figueirópolis;4950
4322;São João da Ponta;4949
4323;Porto do Mangue;4947
4324;Francisco Dumont;4945
4325;Lagoa;4943
4326;Pequizeiro;4940
4327;Campos Novos Paulista;4940
4328;Damião;4938
4329;Miravânia;4927
4330;Quarto Centenário;4927
4331;São João da Lagoa;4921
4332;Parazinho;4920
4333;Lagoinha;4917
4334;São João da Varjota;4914
4335;Selbach;4911
4336;Itanhangá;4911
4337;Pau D'Arco;4909
4338;Álvaro de Carvalho;4907
4339;Juazeiro do Piauí;4906
4340;Congo;4903
4341;Monte Formoso;4897
4342;Piedade do Rio Grande;4892
4343;Vieirópolis;4890
4344;Vargem Grande do Rio Pardo;4884
4345;São Geraldo da Piedade;4883
4346;Mercedes;4879
4347;Presidente Castelo Branco;4879
4348;Pato Bragado;4867
4349;Agronômica;4866
4350;Itabi;4863
4351;Conceição do Pará;4863
4352;Guzolândia;4863
4353;Eliseu Martins;4858
4354;Guarujá do Sul;4858
4355;David Canabarro;4850
4356;Brochier;4846
4357;Palmeirante;4837
4358;Alegria;4834
4359;Sucupira do Riachão;4818
4360;Cotiporã;4817
4361;Caseara;4813
4362;Santa Maria;4813
4363;Santa Fé de Goiás;4812
4364;Americano do Brasil;4811
4365;Japira;4810
4366;Ipira;4807
4367;Ibiaçá;4804
4368;Ubarana;4799
4369;Canaã;4798
4370;Itaara;4794
4371;Guaimbê;4787
4372;Boa Esperança;4785
4373;Materlândia;4782
4374;São José de Princesa;4780
4375;Tunápolis;4779
4376;Santa Teresinha;4777
4377;Flor da Serra do Sul;4775
4378;Indiana;4772
4379;Iporanga;4772
4380;Natércia;4764
4381;Tamboara;4757
4382;Bertópolis;4752
4383;Crucilândia;4752
4384;Kaloré;4752
4385;Rafael Fernandes;4750
4386;Salmourão;4748
4387;Catas Altas;4747
4388;Carvalhos;4739
4389;Socorro do Piauí;4731
4390;União de Minas;4730
4391;Piedade dos Gerais;4721
4392;Serranópolis de Minas;4721
4393;Gouvelândia;4721
4394;Ressaquinha;4720
4395;Caridade do Piauí;4715
4396;Salgado Filho;4709
4397;Guaraciama;4708
4398;São João do Tigre;4707
4399;Rodolfo Fernandes;4704
4400;Caiana;4702
4401;Itaúba;4701
4402;Jundiá;4700
4403;Parecis;4696
4404;Paineiras;4696
4405;Bom Jesus do Araguaia;4696
4406;Capela Nova;4693
4407;Muçum;4693
4408;Santana do Jacaré;4691
4409;Vermelho Novo;4690
4410;Dores do Turvo;4684
4411;Montadas;4681
4412;Lindóia do Sul;4676
4413;Lagoa do Barro do Piauí;4673
4414;Palmeiras do Tocantins;4672
4415;Fortaleza dos Valos;4671
4416;Currais;4669
4417;José Gonçalves de Minas;4669
4418;Brás Pires;4665
4419;Paquetá;4662
4420;Canas;4662
4421;Ponte Alta do Bom Jesus;4660
4422;Augusto de Lima;4655
4423;Jatobá do Piauí;4653
4424;Nazaré;4652
4425;Cocal de Telha;4652
4426;Moeda;4652
4427;Ribeirão do Sul;4651
4428;Dom Joaquim;4649
4429;Bernardo Sayão;4648
4430;Santo Antônio do Itambé;4648
4431;Cerro Branco;4642
4432;Caturaí;4639
4433;Aparecida d'Oeste;4633
4434;Canitar;4629
4435;São Bento Abade;4628
4436;Guatambú;4622
4437;Rio Fortuna;4621
4438;Montividiu do Norte;4621
4439;Motuca;4618
4440;Dueré;4617
4441;Marianópolis do Tocantins;4616
4442;Riozinho;4612
4443;Alvarenga;4611
4444;Alegrete do Piauí;4610
4445;Itaguajé;4610
4446;Santa Efigênia de Minas;4605
4447;Josenópolis;4604
4448;Santa Bárbara do Tugúrio;4601
4449;Pinhal Grande;4598
4450;Pinheirinho do Vale;4597
4451;Flores do Piauí;4596
4452;Berizal;4595
4453;Cruzeiro do Sul;4595
4454;Itatiba do Sul;4593
4455;Caturité;4591
4456;São Raimundo do Doca Bezerra;4590
4457;Lagoa dos Patos;4586
4458;São Bento do Tocantins;4583
4459;Wall Ferraz;4580
4460;Ouro Verde de Goiás;4580
4461;Campo Alegre do Fidalgo;4579
4462;Passos Maia;4578
4463;Piratuba;4577
4464;Olho-d'Água do Borges;4570
4465;São João do Cariri;4565
4466;Ingazeira;4565
4467;Paim Filho;4558
4468;Várzea Grande;4556
4469;Pratânia;4555
4470;Cuparaque;4547
4471;Santa Rosa do Tocantins;4545
4472;Glicério;4540
4473;Gavião;4537
4474;Conceição de Ipanema;4536
4475;Tunas;4532
4476;Conceição do Tocantins;4529
4477;Cutias do Araguary;4528
4478;Oratórios;4525
4479;Pindorama do Tocantins;4521
4480;Lupionópolis;4521
4481;Águas Mornas;4520
4482;Paes Landim;4517
4483;Jurema;4515
4484;Couto de Magalhães de Minas;4512
4485;São Félix de Balsas;4511
4486;Júlio Mesquita;4508
4487;Rio do Prado;4506
4488;Feliz Deserto;4503
4489;Presidente Alves;4502
4490;Jerumenha;4496
4491;São João da Canabrava;4489
4492;Serrinha dos Pintos;4488
4493;Três Palmeiras;4486
4494;Santa Carmem;4486
4495;Frutuoso Gomes;4482
4496;Coronel José Dias;4481
4497;Pedras Grandes;4479
4498;Rochedo;4472
4499;Analândia;4471
4500;Jaquirana;4469
4501;Guaribas;4468
4502;São Gonçalo do Piauí;4466
4503;Monte Horebe;4466
4504;Lajedinho;4461
4505;São José do Barreiro;4461
4506;Vila Boa;4461
4507;Campo Bonito;4458
4508;Serra Azul de Minas;4456
4509;Ibarama;4448
4510;Ubirajara;4446
4511;Espírito Santo do Dourado;4445
4512;Maçambara;4440
4513;Alcinópolis;4440
4514;Claraval;4437
4515;Domingos Mourão;4435
4516;São Braz do Piauí;4434
4517;Pequi;4434
4518;Matrinchã;4433
4519;São Luíz do Norte;4426
4520;Gonçalves;4423
4521;Riacho de Santana;4419
4522;Pavussu;4415
4523;Nova Santa Rita;4407
4524;Marilac;4401
4525;Cabrália Paulista;4400
4526;Serranópolis do Iguaçu;4400
4527;Vila Nova do Sul;4392
4528;Balbinos;4385
4529;Lupércio;4384
4530;Presidente Juscelino;4382
4531;Boraceia;4377
4532;Lobato;4377
4533;Ipiranga do Norte;4376
4534;São Sebastião do Tocantins;4373
4535;Itaguari;4369
4536;Vargem Bonita;4364
4537;Morro Cabeça no Tempo;4362
4538;Espírito Santo do Turvo;4361
4539;Bom Jardim da Serra;4359
4540;Iraceminha;4356
4541;Santo Antônio do Grama;4355
4542;Riachão do Poço;4353
4543;Cafezal do Sul;4348
4544;Santana do Riacho;4346
4545;Ipiaçu;4345
4546;José Raydan;4344
4547;Divina Pastora;4341
4548;Porto Amazonas;4341
4549;Mirassolândia;4338
4550;Lajes Pintadas;4333
4551;Leópolis;4331
4552;Ocauçu;4328
4553;Salto Veloso;4328
4554;Xavantina;4328
4555;Ilópolis;4328
4556;Sertãozinho;4325
4557;Alambari;4325
4558;Ramilândia;4322
4559;Rosário da Limeira;4320
4560;Marcos Parente;4318
4561;Aceguá;4312
4562;Ibirapuitã;4310
4563;Nova Erechim;4307
4564;João Ramalho;4301
4565;Corguinho;4301
4566;Sebastião Barros;4297
4567;Itacuruba;4297
4568;Matinhas;4296
4569;Botuverá;4294
4570;Novo Machado;4293
4571;Jardim do Mulato;4291
4572;Corumbataí do Sul;4291
4573;Vila Maria;4291
4574;Riachão do Bacamarte;4288
4575;São José do Xingu;4285
4576;Campina do Simão;4284
4577;Santo Antônio da Barra;4276
4578;Populina;4275
4579;Alto Alegre;4270
4580;Putinga;4269
4581;Tabaí;4269
4582;Rianápolis;4269
4583;Murutinga do Sul;4264
4584;Paraíso;4259
4585;Indianópolis;4257
4586;Piedade de Ponte Nova;4254
4587;Aguanil;4248
4588;Planalto;4247
4589;Passagem Franca do Piauí;4245
4590;Cruzeiro do Iguaçu;4244
4591;Rio dos Índios;4243
4592;Jaboticaba;4238
4593;Gavião Peixoto;4236
4594;Monteiro Lobato;4235
4595;Mato Rico;4235
4596;Hidrolina;4231
4597;Redenção da Serra;4230
4598;Nova Itaberaba;4229
4599;Guaramiranga;4227
4600;Ponto Chique;4227
4601;Ribeira do Piauí;4221
4602;Bela Vista da Caroba;4210
4603;Acaiaca;4206
4604;Erval Velho;4205
4605;Marumbi;4200
4606;Santópolis do Aguapeí;4199
4607;Sebastião Leal;4198
4608;Santa Tereza de Goiás;4196
4609;Itamarati de Minas;4194
4610;Calmon;4194
4611;Novo Planalto;4191
4612;Curralinhos;4189
4613;Ribeirão Corrente;4188
4614;Pescador;4185
4615;Ipiguá;4184
4616;Torixoréu;4184
4617;Saltinho;4183
4618;Mendonça;4177
4619;São Pedro da Cipa;4175
4620;São João do Pacuí;4174
4621;Pingo-d'Água;4169
4622;Itutinga;4166
4623;Santa Rosa do Purus;4165
4624;Nossa Senhora de Nazaré;4165
4625;Virmond;4163
4626;São Bentinho;4159
4627;Carrancas;4158
4628;Bocaina;4155
4629;Lidianópolis;4151
4630;Guarani de Goiás;4151
4631;Pontalinda;4142
4632;Aparecida do Rio Negro;4140
4633;Santa Fé de Minas;4138
4634;Jaborá;4138
4635;Santa Amélia;4137
4636;Marques de Souza;4137
4637;São Pedro dos Crentes;4136
4638;Mariana Pimentel;4136
4639;Chiapetta;4134
4640;Mãe d'Água;4133
4641;Narandiba;4131
4642;Caiabu;4130
4643;Monte Castelo;4130
4644;Mar Vermelho;4129
4645;Santo Antônio de Goiás;4129
4646;Guarará;4123
4647;Aguiarnópolis;4120
4648;Santana dos Montes;4120
4649;Tabuleiro;4118
4650;Cajuri;4117
4651;Corumbataí;4109
4652;Cantagalo;4108
4653;União do Sul;4106
4654;São José do Hortêncio;4103
4655;Fátima;4101
4656;Junco do Maranhão;4101
4657;Altamira do Paraná;4101
4658;Santa Cruz da Conceição;4099
4659;Canavieira;4098
4660;São José do Sabugi;4098
4661;Rancho Alegre;4097
4662;Porto Estrela;4093
4663;Juramento;4092
4664;São José dos Cordeiros;4088
4665;Bugre;4085
4666;Gramado Xavier;4084
4667;Mutunópolis;4078
4668;Conceição da Barra de Minas;4075
4669;Gastão Vidigal;4071
4670;Joaquim Felício;4069
4671;Poço de José de Moura;4066
4672;Tocos do Moji;4063
4673;Arabutã;4062
4674;Diogo de Vasconcelos;4060
4675;Buritizal;4059
4676;Pedra do Indaiá;4058
4677;São José da Safira;4056
4678;Cerro Negro;4053
4679;São José do Alegre;4045
4680;Entre Rios do Oeste;4043
4681;São José do Seridó;4042
4682;Nova Palmeira;4042
4683;Barcelona;4040
4684;Nossa Senhora das Graças;4038
4685;Arapuã;4035
4686;Pontão;4031
4687;Pedra Grande;4030
4688;Poço Dantas;4029
4689;Nipoã;4029
4690;Alfredo Marcondes;4025
4691;Canhoba;4023
4692;Turvelândia;4020
4693;São Valentim;4010
4694;Paraná;4004
4695;Prata;4001
4696;Nova Araçá;4000
4697;Colinas do Sul;3999
4698;São José da Varginha;3994
4699;Paraú;3988
4700;Severiano de Almeida;3987
4701;Brejo do Piauí;3986
4702;Rio Branco do Ivaí;3986
4703;Campo Azul;3982
4704;Novo Barreiro;3981
4705;Capitão Gervásio Oliveira;3977
4706;Turuçu;3976
4707;Catolândia;3972
4708;Pejuçara;3972
4709;Nova Módica;3969
4710;Fortaleza de Minas;3968
4711;Baraúna;3967
4712;Araçu;3966
4713;Indiaporã;3963
4714;Santa Rosa de Lima;3962
4715;Santana do Deserto;3961
4716;São José das Palmeiras;3960
4717;Onda Verde;3953
4718;Nova Santa Bárbara;3952
4719;Bom Jesus da Penha;3941
4720;Meridiano;3941
4721;Pirajuba;3940
4722;Dom Macedo Costa;3936
4723;Bannach;3935
4724;Itapura;3935
4725;Bias Fortes;3932
4726;Arambaré;3931
4727;Novo Horizonte do Norte;3930
4728;Caraúbas;3929
4729;Novo Cabrais;3926
4730;Contendas do Sincorá;3924
4731;Cachoeira da Prata;3924
4732;Serra do Navio;3921
4733;Logradouro;3920
4734;Álvares Florence;3920
4735;Jateí;3913
4736;Ribeirão Vermelho;3912
4737;Taquaraçu de Minas;3910
4738;Vieiras;3908
4739;Novais;3908
4740;Coivaras;3907
4741;Messias Targino;3907
4742;Bom Jesus do Sul;3907
4743;Jaú do Tocantins;3906
4744;Bom Sucesso de Itararé;3902
4745;Anhumas;3900
4746;Mariápolis;3896
4747;Campinaçu;3892
4748;Veríssimo;3890
4749;Itapirapuã Paulista;3890
4750;Nova Rosalândia;3888
4751;Cruzeiro da Fortaleza;3884
4752;Barra D'Alcântara;3882
4753;São José do Divino;3882
4754;Iguaraçu;3882
4755;Planaltina do Paraná;3879
4756;Barra do Quaraí;3878
4757;Braga;3878
4758;Tibau;3871
4759;Modelo;3871
4760;Novo Acordo;3870
4761;Dom Bosco;3862
4762;Porto Vitória;3856
4763;Duas Estradas;3855
4764;Cumbe;3852
4765;Santa Rita de Ibitipoca;3850
4766;Pedra Branca;3849
4767;Tupandi;3843
4768;São José do Peixe;3837
4769;Japaraíba;3832
4770;Córrego do Bom Jesus;3827
4771;São Miguel do Passa Quatro;3824
4772;Edealina;3822
4773;Pau D'Arco do Piauí;3821
4774;São Bento do Trairí;3820
4775;Primavera de Rondônia;3819
4776;Marliéria;3819
4777;Porto Barreiro;3812
4778;Santa Inês;3810
4779;Senador Georgino Avelino;3806
4780;Colorado;3803
4781;Áurea;3802
4782;Funilândia;3801
4783;Jari;3801
4784;Goianá;3800
4785;Riachinho;3798
4786;Matutina;3797
4787;Inúbia Paulista;3795
4788;Chapada da Natividade;3791
4789;Lagoa do Piauí;3790
4790;Sarutaiá;3789
4791;Quatro Pontes;3789
4792;Sampaio;3788
4793;Presidente Kennedy;3785
4794;Rifaina;3783
4795;São Miguel do Aleixo;3782
4796;Diamante do Sul;3782
4797;Varjão;3782
4798;Santa Lúcia;3781
4799;São Francisco do Oeste;3780
4800;Hugo Napoleão;3779
4801;Recursolândia;3777
4802;Harmonia;3777
4803;Malhada dos Bois;3775
4804;Mato Leitão;3773
4805;Estrela do Indaiá;3772
4806;Estrela Velha;3772
4807;Jundiaí do Sul;3769
4808;Aurilândia;3761
4809;Piquerobi;3756
4810;Pedra do Anta;3752
4811;Santana de Cataguases;3749
4812;Palminópolis;3745
4813;Castanheiras;3737
4814;Lizarda;3737
4815;Paranapuã;3732
4816;Santa Cecília do Pavão;3732
4817;Santo Inácio do Piauí;3731
4818;Ruy Barbosa;3729
4819;Campanário;3728
4820;Faria Lemos;3725
4821;Cromínia;3725
4822;Pajeú do Piauí;3721
4823;Figueirópolis D'Oeste;3721
4824;Tapira;3720
4825;Suzanápolis;3714
4826;Adolfo;3711
4827;Cordislândia;3710
4828;Vitória das Missões;3707
4829;Nova Luzitânia;3701
4830;Itaúna do Sul;3701
4831;Salto do Céu;3698
4832;Itacurubi;3696
4833;Nova Roma do Sul;3690
4834;Guapirama;3688
4835;Munhoz de Melo;3688
4836;Barra do Ouro;3684
4837;Minduri;3684
4838;Areias;3684
4839;Aporé;3684
4840;Heitoraí;3684
4841;Leoberto Leal;3683
4842;Atalaia;3682
4843;Conselheiro Mairinck;3681
4844;Ewbank da Câmara;3673
4845;Vargeão;3673
4846;Cariri do Tocantins;3672
4847;Quinze de Novembro;3672
4848;Campos Borges;3671
4849;Santa Cruz de Goiás;3663
4850;Trombas;3663
4851;Amaralina;3662
4852;Santo Hipólito;3659
4853;Charrua;3658
4854;Lamim;3651
4855;Romaria;3649
4856;Damianópolis;3646
4857;Treviso;3644
4858;Nova Roma;3644
4859;Godoy Moreira;3639
4860;Água Santa;3638
4861;Ponte Alta do Norte;3637
4862;Jacutinga;3636
4863;São Bento do Norte;3635
4864;Senhora do Porto;3627
4865;Arroio Trinta;3627
4866;Jundiá;3626
4867;Nova Belém;3625
4868;São Brás do Suaçuí;3625
4869;Dona Francisca;3625
4870;Santa Mônica;3603
4871;Venha-Ver;3597
4872;Santo Antônio do Aventureiro;3595
4873;Castelândia;3590
4874;Olivedos;3585
4875;Lajedão;3585
4876;Alvorada de Minas;3585
4877;Itaubal;3583
4878;Cacimba de Areia;3583
4879;Santa Isabel;3580
4880;Major Sales;3571
4881;Pedrinópolis;3568
4882;Lafaiete Coutinho;3561
4883;Dona Emma;3560
4884;Buritinópolis;3558
4885;Witmarsum;3556
4886;Campestre de Goiás;3554
4887;São Martinho da Serra;3551
4888;Baliza;3551
4889;Catas Altas da Noruega;3550
4890;Caranaíba;3549
4891;Amorinópolis;3549
4892;Morro do Pilar;3547
4893;Ribeira;3544
4894;Sandolândia;3543
4895;São Francisco;3540
4896;Mathias Lobato;3540
4897;Pracuuba;3533
4898;Arenópolis;3532
4899;Pongaí;3530
4900;Garruchos;3528
4901;Santa Rita do Novo Destino;3528
4902;Lucrécia;3522
4903;Itapiratins;3521
4904;Galvão;3520
4905;Ibitiúra de Minas;3499
4906;Esperança do Sul;3498
4907;Córrego Danta;3496
4908;Riachão;3495
4909;Cordilheira Alta;3493
4910;Capivari do Sul;3492
4911;Gameleira de Goiás;3492
4912;Pilões;3488
4913;Aurora do Tocantins;3486
4914;São Félix de Minas;3484
4915;Taquaral de Goiás;3484
4916;São Fernando;3483
4917;Novo Santo Antônio;3481
4918;Sulina;3481
4919;Prado Ferreira;3480
4920;Ibicaré;3473
4921;Frei Lagonegro;3468
4922;Dois Lajeados;3462
4923;Rondolândia;3457
4924;Salgadinho;3456
4925;Novo Brasil;3454
4926;Nova Santa Helena;3453
4927;Barreiras do Piauí;3452
4928;Santa Cruz dos Milagres;3448
4929;Bela Vista do Piauí;3441
4930;Mombuca;3440
4931;Sítio d'Abadia;3436
4932;Macedônia;3430
4933;Assunção;3426
4934;Derrubadas;3424
4935;Santo Antônio do Leste;3418
4936;São José do Povo;3417
4937;Farol;3413
4938;Carrasco Bonito;3411
4939;São Geraldo do Baixio;3408
4940;Atalanta;3407
4941;São João do Itaperiú;3404
4942;Doutor Pedrinho;3402
4943;Capão do Cipó;3402
4944;Braço do Trombudo;3400
4945;Divinésia;3391
4946;Figueirão;3388
4947;Pratinha;3386
4948;Professor Jamil;3386
4949;Ourizona;3384
4950;Santa Rosa da Serra;3383
4951;Natalândia;3371
4952;Medeiros;3367
4953;Vale Verde;3363
4954;Sandovalina;3362
4955;Esmeralda;3361
4956;Triunfo Potiguar;3359
4957;Platina;3359
4958;Portelândia;3359
4959;Nova América da Colina;3358
4960;Carvalhópolis;3355
4961;Emas;3347
4962;Taparuba;3347
4963;Vista Serrana;3344
4964;Bonópolis;3340
4965;Manfrinópolis;3334
4966;Capão Alto;3329
4967;Quartel Geral;3325
4968;Brasilândia do Sul;3321
4969;Rio Bom;3319
4970;Palestina de Goiás;3319
4971;Alto Horizonte;3318
4972;Campestre da Serra;3316
4973;Altair;3312
4974;Caldazinha;3299
4975;São José dos Ausentes;3297
4976;Desterro do Melo;3296
4977;Coronel Xavier Chaves;3295
4978;Brazabrantes;3294
4979;João Costa;3291
4980;Morrinhos do Sul;3291
4981;Vila Flores;3288
4982;Cajazeiras do Piauí;3285
4983;Serra Alta;3285
4984;Coqueiros do Sul;3285
4985;São Martinho;3283
4986;Maurilândia do Tocantins;3281
4987;Lagoa do Tocantins;3278
4988;Nova Bréscia;3276
4989;Alto Paraíso;3273
4990;São Bonifácio;3271
4991;São Pedro da Serra;3270
4992;São José do Bonfim;3266
4993;Anitápolis;3266
4994;Angico;3264
4995;Rio Crespo;3260
4996;Camacho;3260
4997;Elisiário;3251
4998;Prata do Piauí;3249
4999;Bernardino Batista;3247
5000;São Gonçalo do Rio Preto;3243
5001;Estrela do Norte;3242
5002;Monte Alegre dos Campos;3238
5003;Pareci Novo;3236
5004;Antônio Almeida;3231
5005;Rafael Godeiro;3226
5006;Conquista D'Oeste;3226
5007;Jeriquara;3225
5008;Serra da Raiz;3223
5009;São Félix do Piauí;3222
5010;Pindoba;3218
5011;Comendador Gomes;3217
5012;Dilermando de Aguiar;3216
5013;Nova Alvorada;3214
5014;Fazenda Vilanova;3212
5015;Glória D'Oeste;3204
5016;Tesouro;3200
5017;Taquarussu;3198
5018;Goiabeira;3193
5019;Vargem;3193
5020;Córrego Novo;3188
5021;Vera Mendes;3187
5022;Magda;3187
5023;Rio Quente;3177
5024;Marmelópolis;3171
5025;São Miguel do Fidalgo;3166
5026;Cruzmaltina;3161
5027;Emilianópolis;3159
5028;Caiçara do Rio do Vento;3158
5029;Itaóca;3153
5030;Cristianópolis;3153
5031;Sul Brasil;3150
5032;São Sebastião do Umbuzeiro;3147
5033;Toropi;3146
5034;Cumari;3143
5035;Cajazeirinhas;3141
5036;Três Forquilhas;3141
5037;Victor Graeff;3139
5038;Bocaina do Sul;3131
5039;Porteirão;3129
5040;Entre Rios do Sul;3127
5041;Serra Grande;3122
5042;Riacho da Cruz;3121
5043;Onça de Pitangui;3118
5044;Vila Nova do Piauí;3117
5045;União do Oeste;3116
5046;Imigrante;3115
5047;Belmiro Braga;3114
5048;Dom Viçoso;3112
5049;Uirapuru;3112
5050;Caseiros;3109
5051;Bom Sucesso do Sul;3107
5052;Eugênio de Castro;3107
5053;Bandeirante;3105
5054;Centenário;3105
5055;Piraquê;3103
5056;São Salvador do Tocantins;3102
5057;Pracinha;3102
5058;Santa Terezinha do Progresso;3097
5059;Ernestina;3094
5060;Pequeri;3089
5061;Três Arroios;3088
5062;Muitos Capões;3085
5063;Entre Rios;3083
5064;Cristal do Sul;3081
5065;Itaporã do Tocantins;3080
5066;Presidente Kubitschek;3075
5067;Jaupaci;3070
5068;Gurjão;3067
5069;Argirita;3065
5070;Barra do Guarita;3062
5071;Piau;3061
5072;Sebastianópolis do Sul;3059
5073;Torre de Pedra;3058
5074;Ouro Velho;3057
5075;Alto Feliz;3048
5076;Glaucilândia;3046
5077;Sossêgo;3045
5078;Saldanha Marinho;3038
5079;São José das Missões;3038
5080;Araguaiana;3038
5081;Nacip Raydan;3028
5082;Pinheiro Preto;3021
5083;Sede Nova;3019
5084;Frei Martinho;3018
5085;Pirapó;3016
5086;Fernando de Noronha;3012
5087;Sem-Peixe;3012
5088;Francisco Dantas;3011
5089;Leandro Ferreira;3011
5090;Peritiba;3003
5091;Coxilha;2998
5092;Rancho Alegre D'Oeste;2992
5093;Mampituba;2987
5094;Tamboril do Piauí;2981
5095;Brunópolis;2981
5096;Zortéa;2981
5097;Chiador;2975
5098;Dezesseis de Novembro;2974
5099;Novo Horizonte;2970
5100;Morro da Garça;2968
5101;Albertina;2966
5102;São Francisco;2965
5103;Fernando Pedroza;2964
5104;São João da Mata;2962
5105;Três Ranchos;2957
5106;Vale de São Domingos;2955
5107;Taquaral;2953
5108;São Domingos do Sul;2951
5109;Maripá de Minas;2947
5110;Erebango;2947
5111;Santa Bárbara do Monte Verde;2942
5112;Senador Salgado Filho;2941
5113;Telha;2940
5114;Vista Alegre;2940
5115;Santo Afonso;2939
5116;Anahy;2937
5117;Muricilândia;2935
5118;Mimoso de Goiás;2930
5119;Água Nova;2929
5120;Bento de Abreu;2929
5121;Taquaruçu do Sul;2927
5122;Ibituruna;2923
5123;Pedrinhas Paulista;2923
5124;Boa Esperança do Iguaçu;2919
5125;Floreal;2918
5126;Santo Expedito;2918
5127;Porto Alegre do Tocantins;2917
5128;Lastro;2917
5129;Alagoa;2917
5130;Cascalho Rico;2911
5131;Ipiranga de Goiás;2900
5132;Major Gercino;2897
5133;São Francisco;2893
5134;Herveiras;2891
5135;Israelândia;2891
5136;Ângulo;2890
5137;Teresina de Goiás;2887
5138;Florínia;2883
5139;Tenório;2882
5140;Inajá;2882
5141;Luzinópolis;2874
5142;Rolador;2872
5143;Pilar de Goiás;2872
5144;Rancho Queimado;2871
5145;Belém do Piauí;2869
5146;Alvinlândia;2868
5147;Nova Nazaré;2867
5148;Matos Costa;2863
5149;General Maynard;2862
5150;Lutécia;2861
5151;Jaguaraçu;2860
5152;Curral Velho;2858
5153;Pedra Mole;2858
5154;Arroio do Padre;2855
5155;Chapadão do Lageado;2854
5156;São Sebastião da Vargem Alegre;2851
5157;Barra do Jacaré;2850
5158;Umburatiba;2849
5159;Santa Rosa de Goiás;2841
5160;Dom Pedro de Alcântara;2834
5161;Monte Belo do Sul;2834
5162;Barão de Antonina;2833
5163;São Jorge;2832
5164;Aparecida do Rio Doce;2830
5165;Perolândia;2829
5166;Quevedos;2828
